Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","9,641","(+/-1,909)","8,705","(+/-1,683)","10,265","(+/-1,867)","7,313","(+/-1,508)","10,812","(+/-2,213)","13,974","(+/-2,331)","13,197","(+/-1,840)","15,053","(+/-2,018)","10,529","(+/-1,851)","6,546","(+/-1,551)","14,508","(+/-2,446)","10,838","(+/-1,900)","21,857","(+/-2,504)","9,652","(+/-1,688)","9,662","(+/-1,611)","17,805","(+/-2,147)","24,142","(+/-2,606)","14,864","(+/-2,070)","22,465","(+/-2,530)","11,645","(+/-2,102)","18,106","(+/-2,413)","18,420","(+/-2,231)","14,098","(+/-2,381)","7,675","(+/-1,785)","14,995","(+/-2,100)","9,467","(+/-1,556)","10,369","(+/-1,706)","10,735","(+/-1,631)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","13,182","(+/-1,964)","11,214","(+/-1,780)","9,617","(+/-1,788)","8,453","(+/-1,393)","16,737","(+/-1,961)","16,760","(+/-2,469)","16,010","(+/-2,344)","22,055","(+/-2,046)","12,270","(+/-2,486)","12,521","(+/-1,890)","16,892","(+/-2,436)","14,851","(+/-2,242)","38,257","(+/-2,710)","23,290","(+/-3,186)","15,244","(+/-2,158)","28,996","(+/-3,012)","40,392","(+/-2,608)","12,285","(+/-1,972)","54,334","(+/-3,693)","16,051","(+/-2,344)","48,802","(+/-3,727)","47,132","(+/-3,340)","55,015","(+/-3,915)","30,819","(+/-2,910)","34,956","(+/-3,304)","20,250","(+/-2,249)","29,499","(+/-2,352)","22,288","(+/-2,459)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",570,(+/-22),482,(+/-17),481,(+/-13),480,(+/-16),668,(+/-29),562,(+/-18),669,(+/-22),612,(+/-19),651,(+/-31),652,(+/-35),624,(+/-27),497,(+/-15),768,(+/-19),726,(+/-40),631,(+/-24),733,(+/-25),727,(+/-19),539,(+/-17),894,(+/-25),729,(+/-23),845,(+/-34),933,(+/-25),"1,053",(+/-42),879,(+/-55),941,(+/-34),697,(+/-37),909,(+/-44),789,(+/-29)
Housing,"Gross Rent","Occupied units paying rent","83,372","(+/-5,040)","107,616","(+/-4,722)","94,520","(+/-5,154)","102,401","(+/-5,843)","114,688","(+/-6,833)","77,805","(+/-6,151)","92,253","(+/-5,286)","71,425","(+/-5,102)",N,(N),"154,963","(+/-6,549)","69,810","(+/-5,650)","65,124","(+/-4,637)","92,592","(+/-5,202)","148,935","(+/-5,472)","108,772","(+/-5,633)","81,274","(+/-5,088)","76,047","(+/-4,509)","79,410","(+/-5,365)","80,338","(+/-5,163)","113,411","(+/-5,533)","65,815","(+/-4,669)","82,511","(+/-5,236)","105,122","(+/-6,650)","135,006","(+/-6,329)",N,(N),"119,531","(+/-5,604)","140,263","(+/-6,079)","81,786","(+/-4,626)"
Housing,"Gross Rent","Less than $500","3,437","(+/-1,267)","4,412","(+/-1,341)","4,499","(+/-1,609)","8,891","(+/-2,197)","4,310","(+/-1,599)","4,236","(+/-1,181)",751,(+/-371),"2,325",(+/-688),N,(N),"3,447","(+/-1,368)","2,469","(+/-1,254)","1,907",(+/-776),"1,501",(+/-691),"7,468","(+/-1,765)","2,244",(+/-872),"1,158",(+/-688),"2,807","(+/-1,159)","5,735","(+/-1,521)","2,219",(+/-725),"3,779","(+/-1,271)","1,420",(+/-732),"1,303",(+/-682),"1,877",(+/-980),"8,561","(+/-1,565)",N,(N),"6,708","(+/-1,684)","8,260","(+/-1,824)","3,185","(+/-1,188)"
Housing,"Gross Rent","$500 to $999","13,329","(+/-2,333)","29,719","(+/-3,387)","25,456","(+/-3,212)","15,812","(+/-3,055)","9,162","(+/-2,364)","12,575","(+/-2,180)","5,761","(+/-1,604)","7,161","(+/-1,444)",N,(N),"9,517","(+/-2,532)","6,379","(+/-1,919)","11,587","(+/-2,116)","5,665","(+/-1,205)","13,674","(+/-2,497)","16,349","(+/-2,475)","5,340","(+/-1,469)","7,015","(+/-1,689)","23,885","(+/-3,000)","5,730","(+/-1,430)","9,218","(+/-2,104)","4,502","(+/-1,140)","4,397","(+/-1,161)","2,809","(+/-1,263)","9,656","(+/-2,119)",N,(N),"7,277","(+/-1,421)","6,497","(+/-1,699)","4,751","(+/-1,218)"
Housing,"Gross Rent","$1,000 to $1,499","26,267","(+/-3,149)","38,285","(+/-4,143)","29,840","(+/-3,973)","33,652","(+/-5,097)","28,681","(+/-4,523)","30,083","(+/-4,038)","20,430","(+/-3,118)","21,131","(+/-2,595)",N,(N),"42,017","(+/-4,357)","12,222","(+/-2,206)","23,653","(+/-3,111)","22,270","(+/-3,292)","28,316","(+/-3,005)","29,974","(+/-3,641)","15,428","(+/-2,362)","15,487","(+/-2,817)","21,772","(+/-2,895)","12,444","(+/-2,168)","24,572","(+/-3,339)","15,006","(+/-2,427)","15,896","(+/-2,383)","14,252","(+/-2,347)","27,499","(+/-3,592)",N,(N),"19,972","(+/-2,499)","25,657","(+/-3,677)","14,996","(+/-2,710)"
Housing,"Gross Rent","$1,500 to $1,999","22,127","(+/-2,870)","24,708","(+/-2,980)","27,139","(+/-4,143)","25,985","(+/-3,952)","38,368","(+/-4,649)","18,378","(+/-2,998)","33,191","(+/-3,837)","23,633","(+/-3,362)",N,(N),"49,918","(+/-4,694)","16,102","(+/-3,198)","15,925","(+/-2,875)","28,483","(+/-3,387)","45,830","(+/-4,150)","34,582","(+/-3,557)","25,964","(+/-3,040)","19,762","(+/-2,820)","16,075","(+/-2,733)","25,894","(+/-3,470)","35,259","(+/-3,593)","17,393","(+/-2,470)","22,757","(+/-2,504)","23,982","(+/-2,665)","37,774","(+/-3,702)",N,(N),"31,874","(+/-3,466)","37,762","(+/-3,803)","21,946","(+/-2,882)"
Housing,"Gross Rent","$2,000 to $2,499","10,700","(+/-2,057)","6,649","(+/-1,594)","4,227","(+/-1,395)","13,625","(+/-2,797)","22,811","(+/-3,500)","8,657","(+/-1,909)","22,681","(+/-3,088)","10,339","(+/-2,348)",N,(N),"32,330","(+/-3,780)","16,580","(+/-3,063)","7,450","(+/-1,786)","21,370","(+/-3,084)","31,245","(+/-3,504)","17,763","(+/-2,764)","21,261","(+/-3,386)","16,770","(+/-2,373)","7,377","(+/-2,209)","18,493","(+/-2,922)","23,631","(+/-3,103)","14,455","(+/-2,541)","18,791","(+/-2,955)","25,764","(+/-3,371)","23,605","(+/-3,325)",N,(N),"25,272","(+/-3,081)","25,779","(+/-3,368)","19,091","(+/-2,985)"
Housing,"Gross Rent","$2,500 to $2,999","4,021","(+/-1,334)","2,450",(+/-943),"1,819","(+/-1,027)","3,091","(+/-1,138)","4,998","(+/-1,653)","1,638",(+/-836),"5,306","(+/-1,723)","3,464","(+/-1,106)",N,(N),"13,961","(+/-2,886)","9,936","(+/-2,623)","2,786","(+/-1,180)","7,055","(+/-1,261)","11,337","(+/-1,828)","6,071","(+/-1,866)","7,521","(+/-1,936)","8,095","(+/-1,780)","3,042","(+/-1,543)","6,927","(+/-1,972)","10,094","(+/-2,403)","8,238","(+/-1,628)","10,718","(+/-2,204)","15,226","(+/-3,055)","12,924","(+/-2,747)",N,(N),"10,817","(+/-1,873)","13,626","(+/-2,098)","9,082","(+/-2,131)"
Housing,"Gross Rent","$3,000 or more","3,491","(+/-1,363)","1,393",(+/-664),"1,540",(+/-779),"1,345",(+/-655),"6,358","(+/-1,629)","2,238",(+/-848),"4,133","(+/-1,431)","3,372","(+/-1,221)",N,(N),"3,773","(+/-1,315)","6,122","(+/-1,777)","1,816","(+/-1,158)","6,248","(+/-1,599)","11,065","(+/-1,709)","1,789",(+/-716),"4,602","(+/-1,149)","6,111","(+/-1,462)","1,524",(+/-653),"8,631","(+/-1,754)","6,858","(+/-1,730)","4,801","(+/-1,127)","8,649","(+/-2,182)","21,212","(+/-3,215)","14,987","(+/-2,664)",N,(N),"17,611","(+/-2,895)","22,682","(+/-2,524)","8,735","(+/-1,731)"
Housing,"Gross Rent","Median (dollars)","1,475",(+/-57),"1,245",(+/-42),"1,281",(+/-53),"1,406",(+/-48),"1,698",(+/-47),"1,357",(+/-49),"1,789",(+/-42),"1,608",(+/-47),"1,876",(+/-46),"1,725",(+/-36),"1,930",(+/-80),"1,392",(+/-53),"1,796",(+/-50),"1,773",(+/-32),"1,584",(+/-45),"1,860",(+/-52),"1,822",(+/-64),"1,193",(+/-53),"1,882",(+/-49),"1,771",(+/-41),"1,844",(+/-64),"1,932",(+/-59),"2,187",(+/-58),"1,788",(+/-41),"2,005",(+/-82),"1,905",(+/-48),"1,893",(+/-43),"1,909",(+/-67)
Housing,"Gross Rent","No rent paid","4,369","(+/-1,131)","7,297","(+/-1,258)","6,843","(+/-1,724)","4,463","(+/-1,257)","5,377","(+/-1,775)","5,944","(+/-1,734)","2,841","(+/-1,117)","3,686","(+/-1,108)",N,(N),"3,575","(+/-1,455)","2,498",(+/-960),"3,520","(+/-1,055)","3,978","(+/-1,315)","3,492","(+/-1,175)","4,169","(+/-1,180)","2,735","(+/-1,358)","3,875","(+/-1,159)","5,664","(+/-1,316)","3,786","(+/-1,169)","3,390","(+/-1,122)","4,061","(+/-1,173)","2,773",(+/-911),"4,914","(+/-1,760)","4,432","(+/-1,090)",N,(N),"2,555",(+/-893),"4,874","(+/-1,625)","3,566","(+/-1,115)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","313,679","(+/-4,679)","324,866","(+/-4,606)","324,707","(+/-5,837)","319,979","(+/-6,307)","345,277","(+/-6,140)","348,488","(+/-7,481)","317,277","(+/-5,218)","332,491","(+/-4,235)","306,379","(+/-7,284)","305,771","(+/-6,690)","332,783","(+/-6,932)","339,317","(+/-4,566)","346,729","(+/-5,196)","340,940","(+/-8,018)","306,380","(+/-7,959)","340,686","(+/-6,998)","367,910","(+/-6,727)","323,342","(+/-5,250)","341,735","(+/-5,823)","292,780","(+/-7,021)","334,555","(+/-6,052)","306,693","(+/-5,322)","329,284","(+/-9,152)","291,265","(+/-6,344)","290,456","(+/-6,250)","285,495","(+/-6,306)","301,386","(+/-6,521)","255,752","(+/-5,743)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","11,823","(+/-2,058)","22,305","(+/-2,698)","23,031","(+/-3,214)","19,148","(+/-3,276)","19,487","(+/-3,041)","21,672","(+/-2,797)","11,244","(+/-1,972)","14,636","(+/-2,577)","11,310","(+/-2,343)","20,414","(+/-3,151)","14,572","(+/-2,627)","19,336","(+/-2,621)","17,537","(+/-2,340)","20,229","(+/-2,659)","20,546","(+/-2,739)","16,929","(+/-2,819)","15,695","(+/-2,749)","17,730","(+/-2,563)","18,854","(+/-2,367)","19,692","(+/-3,005)","16,485","(+/-2,632)","15,925","(+/-2,607)","16,853","(+/-2,671)","19,730","(+/-2,718)","17,480","(+/-2,528)","10,856","(+/-2,038)","17,943","(+/-2,700)","12,582","(+/-1,910)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","9,285","(+/-1,975)","13,938","(+/-2,109)","14,982","(+/-2,344)","12,842","(+/-2,714)","7,522","(+/-1,978)","13,604","(+/-2,334)","5,732","(+/-1,558)","10,386","(+/-1,833)","5,573","(+/-1,540)","10,136","(+/-2,229)","7,442","(+/-1,798)","13,009","(+/-2,175)","9,574","(+/-1,596)","14,047","(+/-2,542)","9,923","(+/-2,236)","9,500","(+/-1,829)","8,807","(+/-1,716)","11,165","(+/-2,182)","8,394","(+/-1,690)","12,928","(+/-2,486)","9,243","(+/-1,890)","8,416","(+/-1,663)","9,301","(+/-1,929)","13,528","(+/-2,068)","8,597","(+/-1,881)","12,572","(+/-2,020)","14,512","(+/-2,248)","7,529","(+/-1,597)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","17,159","(+/-2,721)","24,177","(+/-2,944)","24,559","(+/-3,618)","19,808","(+/-3,035)","17,957","(+/-2,827)","26,107","(+/-2,838)","19,507","(+/-2,830)","22,325","(+/-2,854)","18,763","(+/-3,146)","18,903","(+/-2,902)","19,320","(+/-2,798)","29,057","(+/-3,438)","21,699","(+/-2,388)","22,352","(+/-2,511)","19,824","(+/-2,737)","17,688","(+/-2,854)","24,459","(+/-2,388)","26,110","(+/-2,749)","18,772","(+/-2,680)","21,000","(+/-2,513)","18,241","(+/-2,405)","19,508","(+/-2,722)","18,262","(+/-2,373)","23,036","(+/-3,044)","17,529","(+/-2,466)","17,477","(+/-2,808)","18,907","(+/-2,813)","14,438","(+/-2,284)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","20,627","(+/-2,500)","28,720","(+/-3,165)","30,592","(+/-3,142)","23,050","(+/-3,038)","19,669","(+/-3,115)","31,225","(+/-3,630)","19,539","(+/-2,771)","24,147","(+/-2,857)","20,899","(+/-4,102)","24,173","(+/-2,851)","22,207","(+/-3,078)","28,415","(+/-3,054)","27,400","(+/-2,828)","23,816","(+/-2,733)","22,683","(+/-2,975)","20,565","(+/-2,823)","28,941","(+/-3,186)","27,361","(+/-3,041)","23,287","(+/-2,892)","25,442","(+/-3,485)","27,071","(+/-3,245)","19,147","(+/-2,468)","19,435","(+/-3,240)","22,463","(+/-3,008)","19,397","(+/-3,102)","23,311","(+/-2,529)","21,118","(+/-2,707)","14,749","(+/-2,099)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","32,715","(+/-3,147)","39,057","(+/-3,663)","42,300","(+/-3,889)","40,487","(+/-4,188)","30,002","(+/-3,742)","47,718","(+/-3,646)","36,789","(+/-3,577)","38,829","(+/-3,351)","33,214","(+/-3,958)","36,826","(+/-4,146)","29,008","(+/-3,720)","42,487","(+/-3,542)","44,359","(+/-3,525)","35,479","(+/-3,719)","35,493","(+/-3,854)","33,233","(+/-3,636)","41,949","(+/-3,598)","43,605","(+/-3,957)","39,096","(+/-3,827)","36,604","(+/-4,783)","32,363","(+/-3,827)","30,383","(+/-3,331)","29,349","(+/-2,842)","34,853","(+/-3,940)","27,692","(+/-3,569)","31,971","(+/-3,264)","28,020","(+/-3,208)","26,649","(+/-3,161)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","54,818","(+/-4,515)","60,986","(+/-4,464)","61,093","(+/-4,077)","55,288","(+/-4,565)","58,277","(+/-5,120)","67,403","(+/-4,740)","62,055","(+/-5,444)","50,116","(+/-3,283)","57,711","(+/-5,507)","52,634","(+/-4,911)","55,241","(+/-5,129)","62,948","(+/-4,978)","61,356","(+/-4,143)","59,019","(+/-4,639)","49,908","(+/-4,497)","55,532","(+/-4,510)","66,945","(+/-4,800)","63,985","(+/-4,866)","60,000","(+/-4,411)","52,401","(+/-5,482)","57,858","(+/-5,003)","47,264","(+/-4,164)","55,372","(+/-5,101)","50,141","(+/-4,906)","41,213","(+/-4,253)","51,163","(+/-3,571)","45,776","(+/-4,032)","43,602","(+/-3,730)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","50,374","(+/-4,173)","40,586","(+/-3,673)","37,874","(+/-4,184)","45,071","(+/-3,921)","41,651","(+/-4,445)","49,290","(+/-3,977)","44,439","(+/-4,224)","50,961","(+/-4,049)","47,437","(+/-4,629)","41,157","(+/-4,408)","45,887","(+/-4,157)","45,394","(+/-3,703)","45,116","(+/-3,475)","41,501","(+/-4,030)","40,162","(+/-4,722)","48,927","(+/-4,151)","49,969","(+/-3,696)","45,711","(+/-4,061)","41,025","(+/-3,524)","38,583","(+/-4,164)","42,605","(+/-4,051)","37,147","(+/-3,396)","39,589","(+/-3,427)","31,627","(+/-3,080)","37,905","(+/-4,221)","33,755","(+/-3,083)","33,227","(+/-3,530)","35,805","(+/-3,466)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","58,085","(+/-4,178)","46,899","(+/-3,450)","49,059","(+/-4,547)","55,971","(+/-4,173)","65,747","(+/-5,247)","54,712","(+/-4,134)","57,806","(+/-4,736)","57,623","(+/-3,733)","58,044","(+/-5,025)","52,112","(+/-5,342)","67,855","(+/-4,376)","53,295","(+/-3,428)","58,329","(+/-4,594)","53,184","(+/-4,449)","52,434","(+/-4,167)","65,024","(+/-5,097)","67,184","(+/-4,024)","49,186","(+/-3,610)","58,602","(+/-3,774)","46,750","(+/-3,570)","58,383","(+/-5,200)","56,605","(+/-4,237)","56,134","(+/-4,892)","46,971","(+/-3,679)","50,681","(+/-4,570)","49,828","(+/-3,211)","43,722","(+/-3,454)","49,937","(+/-4,156)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","27,142","(+/-3,158)","25,004","(+/-2,404)","22,587","(+/-2,629)","23,815","(+/-2,855)","32,784","(+/-3,307)","18,082","(+/-1,933)","25,680","(+/-3,199)","28,104","(+/-2,654)","30,826","(+/-3,206)","20,798","(+/-2,571)","33,100","(+/-3,937)","21,276","(+/-2,525)","29,917","(+/-2,854)","24,286","(+/-2,758)","26,166","(+/-3,019)","29,885","(+/-3,425)","26,228","(+/-2,478)","20,546","(+/-2,606)","26,421","(+/-2,621)","22,442","(+/-3,060)","26,474","(+/-2,966)","27,134","(+/-2,953)","29,561","(+/-2,754)","20,790","(+/-2,884)","25,799","(+/-2,569)","23,730","(+/-2,434)","26,186","(+/-2,734)","26,968","(+/-2,719)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","31,651","(+/-3,003)","23,194","(+/-2,491)","18,630","(+/-2,098)","24,499","(+/-2,958)","52,181","(+/-4,124)","18,675","(+/-2,310)","34,486","(+/-3,408)","35,364","(+/-3,378)","22,602","(+/-2,670)","28,618","(+/-3,011)","38,151","(+/-3,895)","24,100","(+/-2,673)","31,442","(+/-2,754)","47,027","(+/-3,362)","29,241","(+/-3,283)","43,403","(+/-4,640)","37,733","(+/-3,353)","17,943","(+/-2,412)","47,284","(+/-3,548)","16,938","(+/-2,155)","45,832","(+/-3,503)","45,164","(+/-3,494)","55,428","(+/-4,557)","28,126","(+/-2,980)","44,163","(+/-3,977)","30,832","(+/-3,109)","51,975","(+/-3,570)","23,493","(+/-2,547)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","80,131","(+/-2,449)","63,306","(+/-1,917)","60,187","(+/-1,891)","69,863","(+/-2,622)","86,349","(+/-4,263)","61,265","(+/-2,301)","76,668","(+/-3,262)","76,967","(+/-1,861)","77,934","(+/-3,191)","68,821","(+/-3,864)","84,534","(+/-3,695)","63,762","(+/-1,913)","71,166","(+/-2,001)","72,238","(+/-2,830)","71,865","(+/-2,832)","83,386","(+/-3,051)","73,605","(+/-2,484)","62,141","(+/-1,533)","76,248","(+/-2,367)","62,696","(+/-2,611)","77,354","(+/-2,776)","82,136","(+/-3,354)","83,420","(+/-3,001)","65,360","(+/-3,027)","83,567","(+/-2,813)","72,378","(+/-2,522)","77,440","(+/-2,938)","79,381","(+/-2,711)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","106,675","(+/-3,751)","87,226","(+/-2,720)","83,583","(+/-2,998)","91,680","(+/-3,233)","120,771","(+/-4,400)","81,788","(+/-2,900)","101,626","(+/-3,002)","102,898","(+/-3,555)","97,025","(+/-2,948)","96,345","(+/-3,488)","109,906","(+/-3,590)","87,966","(+/-2,966)","100,101","(+/-3,489)","113,337","(+/-4,408)","98,128","(+/-4,221)","111,083","(+/-4,081)","104,299","(+/-3,371)","83,095","(+/-2,787)","118,686","(+/-4,070)","83,756","(+/-3,088)","118,029","(+/-5,145)","124,901","(+/-4,543)","126,894","(+/-5,271)","101,016","(+/-4,064)","115,714","(+/-5,122)","101,429","(+/-3,979)","129,062","(+/-5,532)","104,166","(+/-4,011)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","759,791","(+/-5,332)","759,944","(+/-4,772)","776,544","(+/-11,170)","794,774","(+/-15,402)","821,928","(+/-14,572)","810,728","(+/-16,060)","796,204","(+/-6,102)","808,857","(+/-2,132)","838,693","(+/-20,378)","774,365","(+/-20,336)","829,833","(+/-17,520)","836,450","(+/-8,856)","756,416","(+/-7,887)","776,936","(+/-20,812)","821,364","(+/-24,579)","842,742","(+/-18,682)","840,387","(+/-9,350)","838,523","(+/-15,639)","801,579","(+/-12,168)","794,992","(+/-17,164)","812,826","(+/-9,497)","767,935","(+/-14,472)","772,275","(+/-16,411)","767,863","(+/-16,939)","776,020","(+/-10,371)","801,366","(+/-14,991)","741,570","(+/-17,726)","755,492","(+/-17,830)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","674,579","(+/-8,494)","685,874","(+/-7,923)","695,714","(+/-12,019)","712,342","(+/-14,442)","762,164","(+/-14,508)","727,183","(+/-15,706)","734,539","(+/-8,735)","730,434","(+/-7,153)","757,508","(+/-19,967)","680,274","(+/-20,436)","762,845","(+/-18,761)","751,306","(+/-10,431)","675,723","(+/-9,345)","689,052","(+/-20,897)","730,006","(+/-21,539)","769,296","(+/-16,391)","752,653","(+/-11,349)","725,901","(+/-15,462)","719,430","(+/-12,638)","681,277","(+/-19,007)","726,247","(+/-9,864)","671,503","(+/-13,998)","692,713","(+/-15,430)","648,321","(+/-17,210)","708,022","(+/-13,518)","691,196","(+/-16,119)","668,788","(+/-18,152)","670,110","(+/-17,398)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","521,488","(+/-12,433)","513,041","(+/-10,792)","490,010","(+/-14,458)","505,352","(+/-16,545)","617,632","(+/-15,519)","482,152","(+/-16,971)","554,573","(+/-10,996)","542,281","(+/-11,444)","551,455","(+/-18,142)","506,498","(+/-21,244)","572,024","(+/-21,127)","503,880","(+/-13,407)","483,805","(+/-12,164)","495,969","(+/-18,014)","517,049","(+/-22,503)","584,200","(+/-19,554)","539,462","(+/-12,486)","484,225","(+/-16,365)","524,931","(+/-13,480)","457,194","(+/-16,425)","537,577","(+/-12,757)","467,078","(+/-15,745)","529,474","(+/-13,623)","400,988","(+/-15,025)","534,775","(+/-14,909)","454,204","(+/-11,806)","485,162","(+/-15,671)","449,582","(+/-16,549)"
Socioeconomic,"Health Insurance Coverage","With public coverage","271,998","(+/-8,626)","276,014","(+/-9,729)","314,873","(+/-11,251)","312,917","(+/-13,743)","239,641","(+/-11,642)","382,946","(+/-11,569)","274,432","(+/-8,335)","342,122","(+/-8,970)","276,287","(+/-14,603)","227,112","(+/-13,555)","318,366","(+/-12,560)","377,068","(+/-10,130)","309,176","(+/-9,714)","265,879","(+/-13,369)","293,371","(+/-14,167)","312,527","(+/-12,502)","395,313","(+/-9,143)","356,342","(+/-14,612)","353,935","(+/-11,872)","292,295","(+/-15,521)","315,744","(+/-8,037)","304,001","(+/-11,044)","249,462","(+/-12,684)","290,558","(+/-12,174)","219,610","(+/-12,608)","289,825","(+/-10,498)","228,033","(+/-10,022)","262,335","(+/-13,444)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","85,212","(+/-7,119)","74,070","(+/-7,053)","80,830","(+/-8,046)","82,432","(+/-8,635)","59,764","(+/-6,390)","83,545","(+/-7,339)","61,665","(+/-6,628)","78,423","(+/-7,819)","81,185","(+/-8,548)","94,091","(+/-8,728)","66,988","(+/-8,623)","85,144","(+/-7,412)","80,693","(+/-7,374)","87,884","(+/-7,856)","91,358","(+/-9,856)","73,446","(+/-9,788)","87,734","(+/-9,196)","112,622","(+/-10,784)","82,149","(+/-9,285)","113,715","(+/-11,482)","86,579","(+/-7,967)","96,432","(+/-8,377)","79,562","(+/-9,908)","119,542","(+/-8,943)","67,998","(+/-7,648)","110,170","(+/-7,823)","72,782","(+/-6,358)","85,382","(+/-8,117)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","182,322","(+/-2,629)","170,246","(+/-2,932)","168,179","(+/-5,217)","193,645","(+/-8,622)","192,001","(+/-8,421)","154,762","(+/-7,936)","164,627","(+/-4,097)","150,297","(+/-2,082)","197,902","(+/-9,263)","173,833","(+/-7,031)","166,140","(+/-9,126)","160,442","(+/-4,778)","118,293","(+/-4,858)","154,119","(+/-10,233)","205,372","(+/-12,362)","180,385","(+/-7,919)","135,474","(+/-4,993)","190,332","(+/-8,464)","125,231","(+/-5,747)","182,899","(+/-9,398)","154,723","(+/-5,061)","151,085","(+/-7,796)","155,046","(+/-8,914)","184,288","(+/-8,481)","169,353","(+/-10,217)","157,079","(+/-6,193)","142,388","(+/-8,466)","167,221","(+/-9,598)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","13,970","(+/-2,867)","13,310","(+/-2,953)","14,440","(+/-3,228)","15,048","(+/-3,533)","9,407","(+/-2,657)","11,940","(+/-3,022)","8,416","(+/-2,650)","10,993","(+/-2,970)","13,417","(+/-3,947)","10,579","(+/-3,069)","10,386","(+/-3,964)","11,448","(+/-3,118)","9,154","(+/-2,866)","9,189","(+/-2,636)","16,024","(+/-4,666)","11,539","(+/-3,665)","16,187","(+/-3,778)","18,008","(+/-4,400)","11,747","(+/-3,902)","20,438","(+/-5,145)","11,903","(+/-2,997)","15,137","(+/-3,229)","14,600","(+/-3,046)","14,597","(+/-2,928)","10,592","(+/-3,271)","12,169","(+/-2,428)","7,504","(+/-1,861)","8,398","(+/-2,453)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.4,(+/-1.1),10.8,(+/-1.4),10.6,(+/-1.5),9.4,(+/-1.4),7.6,(+/-1.3),10.0,(+/-1.2),5.8,(+/-1.1),7.4,(+/-1.1),8.5,(+/-1.4),9.9,(+/-1.6),6.8,(+/-1.2),9.1,(+/-1.3),6.8,(+/-1.1),8.6,(+/-1.4),11.2,(+/-1.2),6.5,(+/-1.2),6.7,(+/-1.0),10.6,(+/-1.4),7.5,(+/-1.2),12.3,(+/-1.6),6.3,(+/-1.2),7.2,(+/-1.1),6.5,(+/-1.1),13.1,(+/-1.3),8.9,(+/-1.5),10.7,(+/-1.3),9.0,(+/-1.1),8.5,(+/-1.2)
