Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Business,"Paid employees for pay period including March 12",Utilities,"1,615",J,783,J,"2,322",J,"2,086",H,425,J,268,J,"1,709",J,760,H,240,G,"4,473",J,"5,536",H,"1,427",J,"1,994",J,77,J,810,H,471,H,"2,122",G,401,H,"1,048",H,"1,421",H,"2,417",J,461,J,"1,101",H,"2,305",J,"1,060",H,500,J,946,J,"3,992",J,187,J,349,G,"2,346",J,327,J,"1,117",J,"2,224",J,"3,260",J,544,H,166,H,944,J,179,H,740,H,783,H,611,H,481,J,383,J,481,J,"1,174",J,406,H,600,J,803,J,963,G,"3,404",J,381,H
Business,"Paid employees for pay period including March 12",Construction,"12,949",G,"20,945",G,"27,376",G,"18,327",G,"14,940",G,"27,164",G,"16,168",G,"16,131",G,"13,895",G,"19,446",G,"19,623",G,"17,736",G,"9,604",G,"25,521",G,"20,117",G,"15,183",G,"28,996",G,"16,788",G,"13,593",G,"16,692",G,"15,984",G,"7,878",G,"7,765",G,"17,333",G,"9,745",G,"15,856",G,"12,709",G,"6,942",G,"15,775",G,"10,957",G,"13,791",G,"15,305",G,"9,014",G,"6,134",G,"24,018",G,"8,911",G,"4,942",G,"15,809",G,"20,839",G,"26,610",G,"30,512",G,"7,451",G,"7,735",G,"13,953",G,"17,757",G,"29,689",G,"27,542",G,"28,840",G,"16,643",G,"16,869",G,"30,687",G,"7,726",G
Business,"Paid employees for pay period including March 12",Manufacturing,"13,274",H,"21,081",G,"8,656",G,"30,458",G,"14,321",G,"9,070",H,"13,364",G,"17,285",G,"17,790",G,"3,976",G,"7,442",G,"20,680",G,"25,957",G,"24,303",G,"25,742",H,"13,577",G,"108,090",H,"18,873",G,"20,176",G,"12,102",G,"27,730",G,"16,041",G,"7,141",G,"19,331",G,"8,266",G,"25,113",G,"16,712",H,"4,493",G,"20,949",G,"10,944",G,"41,628",G,"20,159",G,"11,826",G,"10,696",G,"38,106",G,"34,528",G,"14,471",G,"23,375",G,"17,267",G,"26,588",G,"18,835",G,"36,380",G,"33,424",G,"27,393",G,"28,362",G,"36,305",G,"48,145",G,"23,908",H,"31,086",G,"14,701",G,"25,003",G,"15,733",G
Business,"Paid employees for pay period including March 12","Wholesale trade","7,379",G,"11,288",G,"5,962",G,"8,401",G,"5,283",G,"12,198",G,"13,610",G,"7,697",G,"13,454",G,"7,085",G,"15,846",G,"12,649",G,"9,653",G,"21,303",G,"18,744",H,"12,001",G,"70,829",G,"11,855",G,"6,436",G,"5,569",G,"17,009",G,"6,837",G,"1,940",H,"10,555",G,"4,443",G,"15,708",G,"6,499",G,"6,488",G,"11,855",G,"9,148",G,"26,835",G,"10,756",G,"6,728",G,"14,381",G,"39,082",G,"16,239",G,"21,796",G,"31,622",G,"11,671",G,"17,526",G,"11,200",G,"29,545",G,"15,718",G,"21,749",G,"30,459",G,"22,570",G,"38,634",G,"8,046",G,"16,035",G,"9,460",G,"16,907",G,"8,233",G
Business,"Paid employees for pay period including March 12","Retail trade","32,733",G,"37,722",G,"41,437",G,"36,350",G,"34,499",G,"31,083",G,"27,508",G,"25,075",G,"28,761",G,"33,086",G,"43,619",G,"26,738",G,"23,809",G,"27,649",G,"32,756",G,"32,456",G,"39,143",G,"26,519",G,"30,092",G,"30,949",G,"24,855",G,"27,458",G,"25,627",G,"36,551",G,"29,201",G,"34,847",G,"29,143",G,"30,635",G,"23,287",G,"44,490",G,"34,408",G,"37,382",G,"36,130",G,"19,185",G,"40,595",G,"47,022",G,"28,450",G,"26,716",G,"30,270",G,"31,209",G,"32,524",G,"32,541",G,"25,039",G,"26,095",G,"37,461",G,"31,582",G,"46,104",G,"30,378",G,"35,992",G,"30,459",G,"44,064",G,"29,429",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","7,801",G,"6,408",G,"5,397",G,"10,855",G,"3,238",G,"13,221",G,"19,531",H,"10,117",G,"30,528",H,"4,245",G,"11,183",G,"18,934",G,"13,930",G,"9,900",G,"36,162",G,"4,049",G,"10,760",H,"5,983",G,"3,164",G,"7,746",G,"20,132",G,"12,263",G,"6,128",G,"6,368",G,"3,689",G,"6,658",H,"6,865",H,"5,853",G,"10,696",G,"5,487",G,"16,005",G,"3,132",H,"43,127",H,"10,544",H,"65,300",G,"7,905",G,"3,479",H,"19,043",G,"36,303",G,"4,957",G,"6,058",G,"22,351",G,"52,902",G,"25,923",G,"12,941",G,"10,479",G,"11,210",H,"3,846",G,"7,761",G,"9,575",G,"8,907",G,"9,656",G
Business,"Paid employees for pay period including March 12",Information,"2,216",G,"6,406",H,"3,957",H,"3,275",H,"3,070",G,"7,351",G,"4,091",G,"2,294",H,"1,692",G,"9,590",H,"106,061",G,"11,808",G,"1,025",G,"16,718",H,"98,573",H,"87,066",G,"61,358",H,"9,410",H,"2,442",G,"2,207",G,"2,741",G,"1,691",G,"4,814",J,"9,288",G,"1,601",G,"6,129",G,"2,057",G,"5,024",H,"5,419",G,"87,199",H,"3,280",G,"14,749",G,"1,378",G,"6,448",G,"3,280",G,"63,912",G,"21,953",H,"2,145",G,"2,408",H,"6,116",G,"1,878",G,"2,772",G,"3,094",G,"2,086",H,"5,229",H,"4,191",G,"19,977",G,"1,828",G,"4,429",G,"12,703",G,"17,802",G,"1,087",G
Business,"Paid employees for pay period including March 12","Finance and insurance","5,796",G,"9,890",H,"11,899",G,"6,057",H,"10,587",G,"20,901",G,"4,581",H,"3,140",G,"6,333",G,"18,247",G,"74,839",G,"11,842",G,"2,265",G,"7,951",H,"19,797",G,"16,074",G,"13,488",H,"4,225",G,"5,192",G,"5,349",H,"4,323",H,"2,248",H,"2,328",G,"6,883",H,"1,849",H,"21,164",G,"4,027",H,"17,775",H,"3,768",G,"11,675",G,"7,075",H,"22,140",G,"3,707",H,"23,031",G,"9,561",G,"18,516",G,"12,623",G,"5,188",G,"4,308",H,"16,441",G,"4,043",H,"13,383",G,"3,724",G,"3,622",H,"16,927",H,"22,885",H,"42,088",G,"6,663",H,"7,356",G,"18,952",G,"25,657",G,"3,888",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,996",G,"5,658",G,"8,375",G,"4,205",G,"4,853",G,"5,096",G,"4,158",G,"2,264",G,"3,023",G,"6,044",G,"18,957",G,"6,879",G,"1,851",G,"4,404",H,"6,678",G,"7,427",G,"7,778",G,"3,055",G,"4,066",G,"3,617",G,"3,092",G,"1,622",G,"2,957",G,"5,628",G,"2,873",G,"5,405",G,"3,250",G,"5,693",G,"5,939",G,"13,915",G,"4,699",G,"11,867",G,"1,696",G,"6,921",G,"5,669",H,"16,525",G,"8,040",G,"4,709",G,"3,215",G,"8,358",G,"5,104",G,"4,804",G,"5,106",H,"3,333",G,"4,428",G,"8,411",G,"25,800",G,"3,695",G,"6,633",G,"12,378",G,"9,478",G,"2,440",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","7,254",G,"16,462",G,"24,291",G,"11,604",G,"14,017",G,"18,456",G,"19,080",G,"6,267",G,"5,681",G,"23,755",G,"147,479",G,"33,713",G,"2,779",G,"35,915",G,"52,381",G,"63,035",G,"110,691",G,"16,810",G,"18,541",G,"10,350",G,"6,130",G,"3,187",G,"4,027",G,"20,506",G,"3,200",G,"25,924",G,"9,960",G,"29,055",G,"5,439",G,"37,955",G,"12,293",G,"34,993",G,"4,352",G,"39,843",G,"11,373",G,"60,187",G,"29,684",G,"9,230",H,"6,344",G,"24,476",G,"8,589",G,"11,804",G,"9,207",G,"9,924",G,"17,438",G,"21,697",G,"82,220",G,"10,586",G,"25,407",G,"86,997",G,"62,611",G,"6,297",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,342",G,"3,348",G,"7,925",G,"2,481",H,"2,122",G,"3,154",H,"2,081",H,"3,100",H,"1,332",G,"9,588",H,"33,086",G,"10,317",J,560,G,"5,374",H,"8,499",H,"7,107",H,"73,554",H,"2,464",G,"1,968",H,"2,742",H,"1,388",H,724,H,324,H,"6,235",H,168,G,"5,611",G,700,G,"3,716",G,"1,428",H,"8,764",H,"4,279",G,"6,380",G,"2,219",J,"7,544",G,"4,603",H,"16,785",G,"6,477",G,"4,154",H,"2,158",J,"5,112",G,973,H,"8,783",G,"4,212",H,"3,874",H,"9,160",G,"11,276",H,"31,161",G,"1,318",H,"3,508",G,"11,597",G,"8,773",G,"1,764",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","9,169",G,"14,462",G,"14,788",G,"13,812",G,"17,792",G,"26,204",G,"12,439",G,"9,716",G,"12,593",G,"20,652",G,"35,880",G,"16,064",G,"6,298",G,"17,583",G,"21,475",G,"13,056",G,"35,904",G,"20,775",G,"11,220",G,"16,411",G,"10,975",G,"7,406",G,"10,288",G,"16,177",G,"8,017",G,"16,393",G,"11,401",G,"16,524",H,"13,096",G,"19,329",G,"19,299",G,"32,452",G,"10,007",G,"19,724",G,"25,364",G,"24,173",G,"16,792",G,"16,912",G,"16,697",G,"16,946",G,"14,578",G,"19,885",H,"12,707",G,"18,051",G,"17,860",G,"34,277",G,"38,136",G,"11,931",G,"14,703",G,"20,087",G,"36,401",G,"7,200",G
Business,"Paid employees for pay period including March 12","Educational services","3,498",G,"6,803",G,"4,819",G,"3,883",H,"3,369",G,"6,441",G,"4,884",G,"3,377",H,"4,580",H,"7,063",G,"20,716",G,"12,095",G,"1,205",G,"4,883",G,"6,680",G,"44,387",H,"12,340",G,"3,431",G,"5,525",G,"3,747",H,"6,229",G,"1,050",G,"4,451",H,"7,574",G,"1,397",G,"7,117",G,"7,224",G,"21,895",G,"4,003",G,"16,340",G,"8,750",G,"15,135",G,"4,429",G,"17,481",G,"4,223",G,"17,385",G,"29,876",J,"6,257",G,"5,738",H,"9,401",H,"3,189",G,"3,365",G,"4,612",G,"1,875",G,"5,292",G,"5,262",G,"11,160",G,"4,256",G,"8,135",G,"11,138",G,"13,601",H,"3,301",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","39,767",G,"39,669",G,"41,321",G,"41,843",G,"53,936",G,"42,243",G,"51,276",G,"33,577",G,"30,212",G,"48,161",G,"77,801",G,"57,434",G,"14,425",G,"44,401",G,"40,534",G,"74,553",G,"32,589",G,"25,591",G,"35,256",G,"35,456",G,"37,648",G,"23,518",G,"38,317",G,"47,095",G,"19,045",G,"32,164",G,"28,859",G,"49,697",G,"40,546",G,"83,651",G,"46,049",G,"69,893",G,"30,618",G,"48,993",G,"44,969",G,"65,117",G,"33,470",G,"30,369",G,"32,309",G,"39,696",G,"33,879",G,"40,603",G,"22,424",G,"39,644",G,"43,266",G,"54,498",G,"53,908",G,"24,727",G,"35,113",G,"65,462",G,"70,278",G,"24,969",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,110",G,"6,274",G,"8,031",G,"3,789",G,"5,553",G,"2,919",G,"4,525",G,"3,149",G,"2,852",G,"5,300",G,"13,207",G,"5,490",G,"1,236",G,"3,172",H,"5,787",G,"4,982",G,"8,249",G,"3,625",G,"6,467",G,"3,964",G,"2,259",G,"1,277",H,"8,579",H,"5,478",G,"2,562",G,"5,082",G,"4,528",G,"7,153",G,"2,644",H,"20,138",H,"2,299",G,"12,174",G,"1,720",G,"6,571",G,"3,155",G,"14,917",G,"8,063",H,"1,981",H,"2,792",G,"4,645",G,"10,481",G,"3,087",G,"4,476",G,"1,631",G,"9,432",H,"38,195",J,"9,000",G,"6,280",G,"8,391",G,"16,782",G,"4,061",G,"2,032",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","26,326",G,"32,784",G,"44,829",G,"38,154",G,"31,418",G,"24,283",G,"30,075",G,"17,322",G,"22,307",G,"26,362",G,"65,921",G,"29,153",G,"17,284",G,"23,102",G,"31,667",G,"35,515",G,"37,343",G,"23,282",G,"37,593",G,"29,428",G,"19,199",G,"18,381",G,"21,692",G,"46,031",G,"23,044",G,"30,217",G,"24,551",G,"35,781",G,"15,879",G,"56,895",G,"26,176",G,"38,105",G,"22,733",G,"32,726",G,"30,368",G,"62,751",G,"26,158",G,"24,903",G,"22,988",G,"30,303",G,"41,111",G,"36,976",G,"25,136",G,"22,266",G,"38,141",G,"42,568",G,"58,704",G,"36,403",G,"40,162",G,"70,244",G,"34,957",G,"20,042",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,442",G,"12,891",G,"11,836",G,"9,321",G,"10,112",G,"9,152",G,"15,682",G,"7,041",G,"8,338",G,"12,639",G,"26,143",G,"17,342",G,"5,097",G,"9,711",G,"10,781",G,"12,469",G,"13,294",G,"7,914",G,"9,954",G,"9,796",G,"9,320",G,"4,982",G,"6,491",G,"11,901",G,"5,301",G,"9,905",G,"7,712",G,"11,444",G,"6,659",G,"20,755",G,"9,400",G,"16,392",G,"8,906",G,"17,072",G,"12,505",G,"19,930",G,"10,159",G,"10,010",G,"8,188",G,"12,738",G,"9,082",G,"10,764",G,"7,675",G,"9,770",G,"12,246",G,"13,484",G,"17,551",G,"10,059",G,"12,096",G,"15,077",G,"18,531",G,"8,419",G
Business,"Paid employees for pay period including March 12","Industries not classified",8,J,18,J,10,G,17,J,31,J,27,J,28,H,22,H,27,J,26,H,59,J,35,J,19,J,4,J,17,J,79,J,24,J,11,J,17,J,15,J,13,G,9,G,9,G,52,G,3,J,11,J,61,J,28,H,16,J,45,H,7,J,74,G,23,J,48,J,42,J,109,G,93,J,14,G,57,J,30,H,23,G,30,J,41,H,59,H,6,J,26,J,50,H,16,J,13,G,28,H,41,H,6,G
Business,"Annual payroll ($1,000)","Total for all sectors","9,669,119",G,"17,962,776",G,"17,771,308",G,"15,566,877",G,"13,503,291",G,"16,811,154",G,"17,252,537",G,"11,191,653",G,"10,968,758",G,"21,816,297",G,"111,418,372",G,"27,761,469",G,"7,413,346",G,"24,981,246",G,"72,924,117",G,"79,422,766",G,"123,348,909",G,"16,407,656",G,"14,482,911",G,"10,605,473",G,"11,180,757",G,"6,986,975",G,"8,453,703",G,"17,231,401",G,"5,625,665",G,"18,671,877",G,"9,540,268",G,"17,366,478",G,"11,002,357",G,"35,585,015",G,"16,250,310",G,"27,221,383",G,"9,447,519",G,"24,889,151",G,"20,743,673",G,"49,957,308",G,"26,408,698",G,"13,267,070",G,"11,369,658",G,"18,512,357",G,"12,118,133",G,"17,316,163",G,"15,510,467",G,"14,471,325",G,"18,579,051",G,"22,888,284",G,"51,986,429",G,"11,851,764",G,"18,066,619",G,"37,035,047",G,"34,871,828",G,"7,465,163",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","158,905",G,"87,478",G,"26,875",G,"106,618",H,"55,235",G,"3,139",G,"8,233",H,664,H,"70,604",G,"4,110",H,"7,221",H,"7,576",J,"261,747",G,"7,728",G,572,J,"8,563",G,0,N,"206,437",G,"27,091",G,"40,384",G,"80,414",G,"174,388",H,698,H,"80,097",H,"75,698",G,"46,347",H,696,H,"2,572",H,"2,201",H,"5,218",H,"6,938",J,"1,221",G,"4,510",H,548,H,"7,687",J,"4,367",H,"3,278",H,0,N,"11,039",H,"3,405",J,"3,534",H,"2,095",J,79,J,"2,068",H,837,H,"1,038",H,"6,182",G,"17,493",H,"13,613",H,"9,336",G,"1,076",H,"1,989",J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","19,810",G,"17,973",G,"14,876",H,"31,592",G,"23,314",H,0,N,"4,386",J,"6,381",J,"5,885",J,"10,706",G,"1,320",G,0,N,"23,762",G,"22,008",G,"9,717",J,"12,133",J,"4,308",G,"15,295",H,"10,612",G,"518,786",G,"1,264",J,"115,095",G,"177,989",G,"102,614",G,"41,691",J,"18,052",G,"219,704",J,"2,851",H,"9,197",J,"3,712",J,"29,665",J,572,G,"10,835",G,0,N,"2,630",H,"8,943",J,0,N,"5,026",J,0,N,0,N,"22,465",G,"45,067",G,0,N,"2,672",H,"1,801",J,"1,865",J,"9,313",H,"5,702",H,"3,805",J,0,N,"15,344",J,"4,517",J
Business,"Annual payroll ($1,000)",Utilities,"249,348",J,"122,253",J,"408,363",J,"308,959",H,"56,518",J,"32,166",J,"224,529",J,"120,905",H,"27,846",G,"794,859",J,"1,107,407",H,"240,029",J,"302,306",J,"10,202",J,"145,458",H,"65,033",H,"323,404",H,"56,644",H,"135,033",H,"181,220",H,"356,002",J,"62,805",J,"132,977",H,"457,364",J,"137,379",H,"66,889",H,"146,015",J,"650,817",J,"19,551",J,"71,977",H,"271,127",H,"39,580",J,"147,153",J,"333,437",J,"426,476",J,"78,041",H,"17,308",J,"118,424",J,"17,538",H,"98,780",H,"97,756",H,"91,107",H,"76,370",J,"53,005",J,"58,767",J,"159,260",J,"59,907",J,"81,449",J,"112,177",J,"171,486",G,"514,542",J,"55,748",H
Business,"Annual payroll ($1,000)",Construction,"899,339",G,"1,635,742",G,"2,068,434",G,"1,490,621",G,"1,082,040",G,"2,131,063",G,"1,443,261",G,"1,499,582",G,"1,013,340",G,"1,788,684",G,"2,120,898",G,"1,725,449",G,"579,107",G,"2,343,550",G,"1,979,533",G,"1,378,070",G,"3,176,204",G,"1,411,085",G,"975,323",G,"1,064,088",G,"1,118,462",G,"492,879",G,"453,879",G,"1,162,051",G,"548,015",G,"1,048,195",G,"877,374",G,"446,679",G,"1,112,652",G,"814,999",G,"980,772",G,"909,599",G,"659,125",G,"474,885",G,"1,904,035",G,"700,136",G,"381,509",G,"1,291,304",G,"1,352,767",G,"2,189,651",G,"2,086,451",G,"554,151",G,"492,775",G,"1,063,025",G,"1,447,365",G,"2,446,955",G,"2,482,723",G,"2,024,554",G,"1,393,347",G,"1,414,350",G,"2,457,154",G,"422,444",G
Business,"Annual payroll ($1,000)",Manufacturing,"793,658",H,"1,816,172",G,"584,834",G,"2,576,422",G,"1,017,454",G,"555,882",H,"902,286",H,"1,669,365",G,"1,131,769",G,"317,260",G,"674,438",G,"2,000,837",G,"1,703,221",G,"2,297,785",G,"4,696,075",J,"1,529,639",G,"19,043,823",H,"1,225,050",G,"2,553,403",G,"905,240",G,"1,625,777",G,"984,467",G,"411,371",G,"1,464,889",G,"436,557",G,"1,998,525",G,"1,483,802",H,"220,063",G,"1,441,280",G,"829,223",G,"2,866,445",G,"1,448,227",G,"638,933",G,"667,584",G,"2,491,422",G,"3,404,222",G,"628,339",G,"1,479,480",G,"1,032,538",G,"1,936,524",G,"1,188,286",H,"2,376,095",G,"3,554,934",H,"2,105,382",G,"1,929,811",G,"2,376,230",G,"4,978,194",G,"1,957,209",H,"2,745,495",G,"1,400,312",G,"2,115,185",G,"1,160,519",G
Business,"Annual payroll ($1,000)","Wholesale trade","475,863",G,"1,305,234",G,"520,815",G,"723,296",G,"454,348",G,"1,021,718",G,"931,742",G,"611,432",G,"1,018,104",G,"677,337",G,"2,631,785",G,"1,426,490",G,"679,814",G,"1,829,979",G,"4,493,540",H,"3,404,598",G,"14,344,474",G,"999,126",G,"592,964",H,"393,865",G,"1,170,038",G,"483,542",G,"99,256",H,"1,002,824",G,"255,729",G,"1,640,104",G,"511,307",H,"434,897",G,"827,213",G,"846,341",G,"1,802,853",G,"905,780",G,"420,938",G,"978,335",G,"2,766,123",G,"1,835,754",G,"1,520,991",G,"2,573,735",G,"800,199",G,"1,668,563",G,"882,978",G,"2,133,434",G,"1,394,778",G,"1,624,555",G,"3,118,210",G,"1,557,997",G,"4,717,236",G,"597,706",G,"1,608,134",G,"1,049,643",G,"1,759,663",G,"515,574",G
Business,"Annual payroll ($1,000)","Retail trade","1,253,325",G,"1,666,001",G,"1,724,708",G,"1,497,674",G,"1,311,516",G,"1,215,631",G,"1,043,839",G,"998,716",G,"1,126,969",G,"1,438,281",G,"2,425,091",G,"1,155,196",G,"833,856",G,"1,175,302",G,"1,824,571",G,"2,240,834",H,"1,813,531",G,"1,017,703",G,"1,245,032",G,"1,068,895",G,"899,462",G,"1,011,525",G,"911,644",G,"1,453,988",G,"1,123,964",G,"1,450,158",G,"1,073,310",G,"1,204,425",G,"997,578",G,"2,081,137",G,"1,388,893",G,"1,707,935",G,"1,486,055",H,"752,009",G,"1,721,080",G,"2,715,637",G,"1,432,133",G,"1,014,633",G,"1,208,775",G,"1,314,545",G,"1,249,155",G,"1,178,637",G,"966,529",G,"988,323",G,"1,628,977",G,"1,229,564",G,"2,339,406",G,"1,265,802",G,"1,542,841",G,"1,245,473",G,"1,942,408",G,"998,106",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","437,106",G,"517,058",H,"250,661",G,"553,822",G,"172,096",G,"642,099",G,"2,056,158",J,"498,939",G,"1,475,428",G,"245,346",G,"2,237,110",G,"1,400,711",G,"800,299",G,"531,451",G,"2,552,300",G,"348,630",H,"623,078",G,"374,670",G,"146,598",G,"436,872",H,"956,449",G,"666,556",G,"331,751",G,"353,125",G,"189,669",G,"306,108",G,"336,786",H,"272,544",G,"616,927",G,"271,069",G,"799,672",G,"133,506",G,"1,881,312",G,"586,394",H,"3,176,834",G,"413,927",G,"155,020",H,"1,036,965",G,"1,788,832",G,"264,899",H,"312,247",G,"1,439,475",G,"3,751,032",H,"2,038,126",G,"664,486",G,"505,059",G,"703,984",H,"218,021",G,"433,276",G,"519,300",G,"437,718",G,"464,330",G
Business,"Annual payroll ($1,000)",Information,"132,464",H,"1,101,136",H,"484,659",H,"235,439",H,"231,464",G,"657,605",G,"419,492",G,"238,363",J,"114,721",G,"1,775,916",H,"25,353,338",G,"2,010,817",H,"55,973",G,"4,046,129",J,"32,524,919",H,"35,246,749",H,"20,250,848",H,"2,530,775",J,"238,005",G,"125,768",H,"205,409",G,"94,709",H,"516,585",J,"1,130,440",G,"81,412",G,"666,741",G,"132,881",H,"543,778",H,"577,512",H,"10,146,448",H,"188,011",G,"2,189,279",G,"82,241",G,"643,558",G,"266,754",G,"10,260,060",G,"3,585,346",G,"212,462",G,"145,145",H,"565,491",H,"128,267",G,"219,079",G,"242,271",G,"157,854",H,"446,900",G,"367,985",H,"3,443,099",G,"139,111",G,"484,433",G,"1,827,190",G,"2,271,629",G,"73,407",H
Business,"Annual payroll ($1,000)","Finance and insurance","453,698",G,"1,356,996",H,"1,220,937",G,"688,582",H,"1,022,814",G,"1,898,496",G,"463,433",G,"244,226",G,"551,001",H,"2,461,639",G,"18,640,064",G,"1,995,700",G,"141,526",G,"888,195",H,"4,953,456",G,"4,781,847",G,"2,386,748",H,"493,637",G,"537,311",G,"441,740",G,"260,881",H,"153,334",H,"156,332",G,"709,235",G,"98,997",H,"2,243,077",G,"314,739",H,"2,560,981",H,"251,556",G,"1,227,950",G,"521,586",H,"3,036,860",G,"216,464",H,"5,874,193",G,"816,392",G,"3,637,856",G,"3,736,055",G,"373,479",G,"327,729",H,"1,618,748",G,"334,385",H,"1,411,862",H,"367,957",H,"273,023",H,"1,404,213",H,"2,208,916",H,"6,728,236",G,"482,759",H,"807,114",G,"2,790,356",H,"2,818,377",G,"243,296",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","146,604",G,"439,193",G,"571,063",G,"247,296",G,"267,662",G,"317,482",G,"267,592",G,"140,876",G,"163,149",G,"623,083",G,"2,398,233",G,"602,105",G,"92,697",G,"344,454",G,"615,207",G,"936,011",G,"706,018",G,"241,365",G,"269,324",G,"199,717",G,"146,166",G,"82,856",G,"144,541",G,"350,321",G,"140,044",G,"439,003",G,"194,382",G,"367,156",G,"398,155",G,"1,337,259",G,"276,073",G,"1,011,174",G,"80,162",G,"521,105",G,"415,246",G,"1,681,801",G,"821,148",G,"283,521",G,"198,793",G,"594,430",G,"329,565",G,"290,260",G,"291,662",H,"251,451",G,"264,577",G,"568,948",G,"2,497,417",G,"218,137",G,"540,239",G,"1,089,338",G,"666,062",G,"128,872",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","465,190",G,"1,620,451",G,"2,667,174",H,"939,471",G,"1,017,386",G,"1,903,667",G,"1,949,322",G,"485,480",G,"412,696",H,"2,669,729",G,"28,488,792",G,"4,418,355",G,"156,723",G,"4,325,274",G,"9,643,273",G,"11,855,276",G,"21,504,364",H,"2,397,280",G,"1,917,275",G,"702,191",G,"393,980",G,"200,713",G,"250,204",G,"1,995,459",G,"144,576",G,"3,211,228",H,"750,935",G,"3,296,990",G,"347,065",G,"3,801,057",G,"947,075",G,"3,532,286",G,"256,825",G,"5,505,143",G,"762,453",G,"7,870,294",G,"4,503,046",G,"833,178",H,"416,844",G,"2,265,041",G,"592,793",G,"1,019,607",G,"796,075",G,"800,228",G,"1,544,827",G,"1,645,409",G,"10,374,718",G,"745,135",G,"2,509,759",G,"12,857,566",G,"9,725,153",H,"439,457",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","80,786",G,"497,356",H,"700,156",G,"253,773",G,"219,006",G,"352,375",H,"263,298",H,"599,600",H,"132,638",G,"1,674,525",H,"4,992,818",G,"1,590,847",J,"36,684",G,"1,038,946",H,"1,827,214",H,"1,538,766",H,"31,357,196",H,"271,023",G,"325,883",G,"291,136",G,"88,311",H,"61,544",H,"30,700",G,"664,283",H,"13,078",H,"868,246",G,"64,245",H,"588,401",G,"114,779",G,"1,241,396",H,"505,375",G,"630,240",G,"199,480",J,"828,950",G,"333,028",H,"2,456,281",G,"1,104,638",H,"327,353",G,"161,020",J,"614,397",H,"140,098",H,"911,518",G,"394,132",G,"427,191",H,"936,988",G,"1,140,268",H,"3,194,044",G,"82,056",G,"416,156",G,"1,276,162",G,"1,196,997",G,"106,246",H
